ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0.5000302995177998,0.3712945800574009,0.04803984546695323,-0.7918086890458887,2.0464062679787194,0.9251830468830025,0.565242368401965,-0.3640298964701884,-0.17745664020537089,0
-0.7147889703087251,0.9350836488352774,-1.0160803923128716,0.8509166403229016,1.6118500444343116,-1.501693295666197,-2.169448216673508,-1.5800611055722946,-0.48650157997150895,1
0.9238253159449034,0.9807103371987301,0.8081922888665247,-0.5857141838170109,0.0,-0.8181371987690657,0.08540401872987374,-0.3502096378395456,0.5472018030989961,0
-0.2330445519904293,0.6712477566774585,-0.0018529616939436154,0.030737708261721147,0.0,-0.6779545953435289,0.7748608094045737,0.5030016891833167,-0.09155431598693853,0
-0.3955720083279458,0.17667328042109154,-0.5481560947625378,-0.571875045560358,-0.2022090637705233,0.6654785056253466,0.6864384883233134,-1.262478520180272,-0.5447458287109421,0
0.4441995978980051,-0.42841306745514907,-0.24828211686451973,1.0870022344929609,1.3347389908363314,0.7553741883462725,-1.6401357405983352,-0.5233851501352523,-0.5543061746974899,0
-0.21240736812351949,-1.291644718484583,-0.7264622086859202,-0.6455812420190337,0.24965646930142255,2.1014070822813364,0.8634318737941228,-0.634418560105135,-1.2256427985383183,1
-0.1393273540645644,0.4284632168417802,-0.8665538076225667,0.0796294933209162,-0.475718962784472,1.7609205540024928,0.5114187218220567,0.2832534512403898,0.16471444243168737,0
6.044469259535829e-16,0.6911674340963224,1.0454685010208684,-0.21516812541143499,-1.9346627782119028,-0.20320073663565277,0.5874502624981233,0.29825100715715347,-2.5495831387199566,0
6.044469259535829e-16,-1.0632170632547702,0.8461618501424377,-0.054765598471079174,0.45388956042625606,-0.6442134584345195,1.6656441337977679,1.3016615371848812,-0.6103682780452397,1
6.044469259535829e-16,1.148349408342098,0.6061851495910856,0.11325824948791184,-0.8871537521904761,0.7766170079010632,0.5309721628880876,-0.4824014351509662,-0.993905940254953,0
